Epoch,Train Loss,Val Dice,Best Dice
1,1.209469325012631,0.080968544,0.080968544
2,0.58960456583235,0.08547405,0.08547405
3,0.5417062732908461,0.14606124,0.14606124
4,0.5034441080358293,0.1941631,0.1941631
5,0.475333038965861,0.21703376,0.21703376
6,0.45903630918926663,0.19449031,0.21703376
7,0.4501942276954651,0.21281414,0.21703376
8,0.43988033798005843,0.22037755,0.22037755
9,0.42382780512173973,0.22958441,0.22958441
10,0.4100914425320096,0.34769008,0.34769008
11,0.3978845563199785,0.35422885,0.35422885
12,0.3853375580575731,0.3650601,0.3650601
13,0.37769067154990305,0.35717964,0.3650601
14,0.3734071479903327,0.3666815,0.3666815
15,0.3685114244620005,0.36702394,0.36702394
16,0.3643407205740611,0.37128225,0.37128225
17,0.3607818775706821,0.36879146,0.37128225
18,0.35702782736884225,0.37026682,0.37128225
19,0.35271279215812684,0.37331295,0.37331295
20,0.3488597916232215,0.385474,0.385474
21,0.3447612033949958,0.41046003,0.41046003
22,0.34204604493247137,0.42613742,0.42613742
23,0.3384713802072737,0.41635796,0.42613742
24,0.3340172270933787,0.42974296,0.42974296
25,0.32996594508488974,0.43516767,0.43516767
26,0.3276872853438059,0.43024072,0.43516767
27,0.32587589422861735,0.42767164,0.43516767
28,0.32242309980922274,0.43659553,0.43659553
29,0.3200753582848443,0.4316732,0.43659553
30,0.3182711124420166,0.4374036,0.4374036
31,0.31624225378036497,0.43459094,0.4374036
32,0.3134602480464511,0.43745634,0.43745634
33,0.3107151329517365,0.4351978,0.43745634
34,0.30826067725817363,0.4350368,0.43745634
35,0.3064347326755524,0.43622342,0.43745634
36,0.302952985631095,0.44006,0.44006
37,0.3009446879227956,0.45418158,0.45418158
38,0.2954709841145409,0.47238708,0.47238708
39,0.2893064611487918,0.5197072,0.5197072
40,0.28194128076235453,0.5544522,0.5544522
41,0.27626149190796745,0.5503553,0.5544522
42,0.27053974337048003,0.56508577,0.56508577
43,0.2650076369444529,0.5627803,0.56508577
44,0.26390799813800386,0.56163484,0.56508577
45,0.25949041512277393,0.5730873,0.5730873
46,0.2572419060601128,0.5764515,0.5764515
47,0.2547711004813512,0.5791206,0.5791206
48,0.25348199639055463,0.5913848,0.5913848
49,0.24977746572759416,0.5886528,0.5913848
50,0.2479156090153588,0.604518,0.604518
51,0.2458243641588423,0.5959594,0.604518
52,0.24309101700782776,0.588296,0.604518
53,0.24239054785834419,0.60568553,0.60568553
54,0.24006136920717028,0.60435295,0.60568553
55,0.23846256534258525,0.61149764,0.61149764
56,0.23691169553332858,0.61141163,0.61149764
57,0.23469999697473315,0.6001102,0.61149764
58,0.2330247673723433,0.60007274,0.61149764
59,0.2305900086959203,0.6155891,0.6155891
60,0.22879425552156235,0.6107208,0.6155891
61,0.22885361611843108,0.6193698,0.6193698
62,0.22653773758146498,0.6223909,0.6223909
63,0.22713667551676434,0.6236215,0.6236215
64,0.22315331432554458,0.61759335,0.6236215
65,0.2224314060476091,0.6196864,0.6236215
66,0.22153408858511184,0.61159545,0.6236215
67,0.22009029553996193,0.62241775,0.6236215
68,0.21882367564572228,0.6206215,0.6236215
69,0.21805383099450004,0.621504,0.6236215
70,0.21670703689257304,0.6198848,0.6236215
71,0.2146548479795456,0.62704724,0.62704724
72,0.21268303791681925,0.6380673,0.6380673
73,0.21108053856425815,0.64600956,0.64600956
74,0.2098926133579678,0.66210824,0.66210824
75,0.20753302772839863,0.66071457,0.66210824
76,0.20624466141064962,0.6681004,0.6681004
77,0.2035897433757782,0.6678888,0.6681004
78,0.20326411558522117,0.67776936,0.67776936
79,0.20079556968477036,0.6771097,0.67776936
80,0.1989287770456738,0.6703837,0.67776936
81,0.1977894064452913,0.6779785,0.6779785
82,0.19534946415159438,0.6816766,0.6816766
83,0.19521561397446527,0.68506676,0.68506676
84,0.19376525183518728,0.68359894,0.68506676
85,0.19174328876866234,0.6785198,0.68506676
86,0.18891469173961215,0.6898125,0.6898125
87,0.18962315221627554,0.68631464,0.6898125
88,0.18871581322617,0.6775821,0.6898125
89,0.18732895519998338,0.6882162,0.6898125
90,0.1861683189868927,0.688301,0.6898125
91,0.1849381705125173,0.6844154,0.6898125
92,0.1836460100279914,0.6867086,0.6898125
93,0.1828608595662647,0.6857007,0.6898125
94,0.18135604626602597,0.68921214,0.6898125
95,0.1807186481025484,0.68816227,0.6898125
96,0.17842356264591216,0.6895535,0.6898125
97,0.17926414906978608,0.69414634,0.69414634
98,0.17875817981031206,0.69401675,0.69414634
99,0.17671958439879948,0.7003723,0.7003723
100,0.17579753895600636,0.698474,0.7003723
101,0.17438995010322994,0.69914937,0.7003723
102,0.17367322146892547,0.71331567,0.71331567
103,0.1734950406683816,0.7028617,0.71331567
104,0.17322022020816802,0.724081,0.724081
105,0.17089520560370552,0.7250697,0.7250697
106,0.17085598740312788,0.7195706,0.7250697
107,0.16889009806844923,0.725573,0.725573
108,0.16801170971658494,0.7102694,0.725573
109,0.1675903257396486,0.7171288,0.725573
110,0.16651655303107368,0.73086905,0.73086905
111,0.16412694785330031,0.7243447,0.73086905
112,0.16369632813665602,0.7348008,0.7348008
113,0.1628725273741616,0.7309735,0.7348008
114,0.16217452353901332,0.7339875,0.7348008
115,0.16189873417218525,0.74657226,0.74657226
116,0.1611995259920756,0.734705,0.74657226
117,0.15893507765399084,0.7322778,0.74657226
118,0.15905983613597022,0.7360184,0.74657226
119,0.15978863173060948,0.7352698,0.74657226
120,0.15817266801993052,0.7485997,0.7485997
121,0.15538181761900585,0.7402115,0.7485997
122,0.15679740409056345,0.7427566,0.7485997
123,0.15591634545061323,0.74010444,0.7485997
124,0.15596418844328985,0.73669106,0.7485997
125,0.15295860668023428,0.74327725,0.7485997
126,0.15372258755895826,0.74168855,0.7485997
127,0.15360726217428844,0.7419819,0.7485997
128,0.15165837605794272,0.7433904,0.7485997
129,0.15125637220011817,0.7417812,0.7485997
130,0.15022277302212186,0.74023074,0.7485997
131,0.15048145718044706,0.74323535,0.7485997
132,0.1486791905429628,0.73986286,0.7485997
133,0.1493934651215871,0.743843,0.7485997
134,0.14868213103877173,0.7381467,0.7485997
135,0.14948301712671916,0.7421971,0.7485997
136,0.1493554651737213,0.7362828,0.7485997
137,0.14625486102369095,0.7454502,0.7485997
138,0.14602333340379928,0.7442809,0.7485997
139,0.14693320128652784,0.73951083,0.7485997
140,0.1451109379529953,0.7372055,0.7485997
141,0.14359080460336474,0.7404093,0.7485997
142,0.14392780396673416,0.74167293,0.7485997
143,0.14338624013794793,0.74393076,0.7485997
144,0.1423339241080814,0.74321336,0.7485997
145,0.14292025499873692,0.7458422,0.7485997
146,0.14172050522433388,0.74126124,0.7485997
147,0.14050853848457337,0.74913645,0.74913645
148,0.13982042405340406,0.7445068,0.74913645
149,0.14047414826022253,0.74663615,0.74913645
150,0.13948757681581708,0.74263996,0.74913645
151,0.13819933202531604,0.7427214,0.74913645
152,0.1398440185520384,0.74581295,0.74913645
153,0.138790382610427,0.7462289,0.74913645
154,0.13830485509501564,0.7425809,0.74913645
155,0.13658395773834653,0.744083,0.74913645
156,0.13907938069767423,0.7460887,0.74913645
157,0.13767875929673512,0.7433292,0.74913645
158,0.1349560366736518,0.74318844,0.74913645
159,0.1370680958032608,0.7411141,0.74913645
160,0.1358587818013297,0.75204355,0.75204355
161,0.1350512456562784,0.7484148,0.75204355
162,0.1341542383035024,0.7531387,0.7531387
163,0.13368074198563892,0.7429735,0.7531387
164,0.1329892792635494,0.7418828,0.7531387
165,0.1348599033223258,0.75135654,0.7531387
166,0.13338534931341808,0.74914366,0.7531387
167,0.13287482841147316,0.7512645,0.7531387
168,0.13318536281585694,0.7412622,0.7531387
169,0.13218671646383073,0.75283283,0.7531387
170,0.13172896802425385,0.7552833,0.7552833
171,0.13143046018150117,0.74714065,0.7552833
172,0.1315362584259775,0.7523608,0.7552833
173,0.13027326431539324,0.7474787,0.7552833
174,0.12955266270372603,0.7426737,0.7552833
175,0.12992216795682907,0.75365025,0.7552833
176,0.13028591093089845,0.7547157,0.7552833
177,0.1307445400291019,0.74700093,0.7552833
178,0.12868912037875918,0.7490296,0.7552833
179,0.12811471786763934,0.7491452,0.7552833
180,0.1279365599155426,0.7556844,0.7556844
181,0.12880283792813618,0.7474647,0.7556844
182,0.12790304124355317,0.74745923,0.7556844
183,0.1279476150870323,0.7547477,0.7556844
184,0.12720536904202567,0.75248337,0.7556844
185,0.12652103702227274,0.7421283,0.7556844
186,0.1265674791402287,0.75099987,0.7556844
187,0.12592841883500416,0.7465388,0.7556844
188,0.12544530315531624,0.7499416,0.7556844
189,0.1246550902724266,0.7496008,0.7556844
190,0.12464451938867568,0.7484791,0.7556844
191,0.12494073692295286,0.74880457,0.7556844
192,0.12402485741509331,0.7547164,0.7556844
193,0.12395517892307706,0.7548179,0.7556844
194,0.12480315648847157,0.7465305,0.7556844
195,0.12471007373597887,0.74967146,0.7556844
196,0.12499219907654656,0.7550641,0.7556844
197,0.12574482626385158,0.7530903,0.7556844
198,0.1221740980943044,0.7468658,0.7556844
199,0.12371695737044017,0.75453216,0.7556844
200,0.12268992116053899,0.75335264,0.7556844
201,0.12234130021598603,0.75401706,0.7556844
202,0.1216779566473431,0.7518313,0.7556844
203,0.12159211072656843,0.75045085,0.7556844
204,0.12127385520272785,0.74917096,0.7556844
205,0.12132669422361586,0.75247216,0.7556844
206,0.11990026152796215,0.7532219,0.7556844
207,0.11931886242495643,0.75327724,0.7556844
208,0.12158741205930709,0.7557161,0.7557161
209,0.11767122348149618,0.75067264,0.7557161
210,0.12070566399229897,0.75193006,0.7557161
211,0.11812717881467608,0.7594356,0.7594356
212,0.11783206976122326,0.7556711,0.7594356
213,0.11773100843032201,0.7541658,0.7594356
214,0.11776912808418274,0.75170684,0.7594356
215,0.116361260579692,0.7617848,0.7617848
216,0.11691659970415963,0.7562019,0.7617848
217,0.11629624648226632,0.7581785,0.7617848
218,0.11586813711457783,0.7581323,0.7617848
219,0.1160760791765319,0.7654759,0.7654759
220,0.11515282077921761,0.76274294,0.7654759
221,0.11417903436554802,0.7593303,0.7654759
222,0.11470524470011394,0.76133794,0.7654759
223,0.11388939089245266,0.76658034,0.76658034
224,0.11369511750009324,0.75787854,0.76658034
225,0.11412228925360574,0.76409626,0.76658034
226,0.11394358972708384,0.7563041,0.76658034
227,0.11367908153269025,0.7603696,0.76658034
228,0.11228310250573688,0.7615418,0.76658034
229,0.11189261194732454,0.7681872,0.7681872
230,0.11121138516399595,0.7649302,0.7681872
231,0.11193561802307765,0.7750609,0.7750609
232,0.10931366797950533,0.77953225,0.77953225
233,0.11048972871568467,0.77244765,0.77953225
234,0.11010138856040107,0.7799403,0.7799403
235,0.10843582451343536,0.78849036,0.78849036
236,0.10890870740016302,0.7879959,0.78849036
237,0.10799339181847042,0.7860783,0.78849036
238,0.10802745372056961,0.7811959,0.78849036
239,0.1049410781926579,0.78437567,0.78849036
240,0.10578949434889687,0.77716845,0.78849036
241,0.10581194857756297,0.7894555,0.7894555
242,0.10555156568686168,0.79164356,0.79164356
243,0.1057270563311047,0.789326,0.79164356
244,0.10567743910683526,0.7937107,0.7937107
245,0.10493844515747494,0.79548293,0.79548293
246,0.10276136050621669,0.8023645,0.8023645
247,0.10417612890402476,0.79936767,0.8023645
248,0.10319118234846326,0.78914475,0.8023645
249,0.10212290485699972,0.80021507,0.8023645
250,0.10154972043302324,0.78521186,0.8023645
251,0.10091609872049756,0.7992498,0.8023645
252,0.10108358909686406,0.8042038,0.8042038
253,0.09986405190494325,0.7994144,0.8042038
254,0.09909225304921468,0.8029149,0.8042038
255,0.09982532130347357,0.80825835,0.80825835
256,0.09891943749454286,0.8048076,0.80825835
257,0.09926666501495574,0.80819935,0.80825835
258,0.09791648387908936,0.80374527,0.80825835
259,0.09758727484279209,0.8045902,0.80825835
260,0.09584144254525502,0.81500024,0.81500024
261,0.09560703651772605,0.8033535,0.81500024
262,0.093452397816711,0.802623,0.81500024
263,0.09580291559298833,0.8088611,0.81500024
264,0.0945051587290234,0.81549805,0.81549805
265,0.09329737342066236,0.81187814,0.81549805
266,0.09394972523053487,0.8096047,0.81549805
267,0.09266197399960624,0.8085967,0.81549805
268,0.09428883343935013,0.81559867,0.81559867
269,0.09262996862332026,0.81892115,0.81892115
270,0.09298355695274141,0.8200948,0.8200948
271,0.09384764631589254,0.81398535,0.8200948
272,0.09092906812826793,0.8153383,0.8200948
273,0.08989307036002477,0.8114696,0.8200948
274,0.09120557987027698,0.81083184,0.8200948
275,0.09074450449811088,0.8098063,0.8200948
276,0.08976114408837424,0.82246894,0.82246894
277,0.089617929690414,0.813113,0.82246894
278,0.08855415632327397,0.812272,0.82246894
279,0.08685916910568874,0.82442594,0.82442594
280,0.08867673890458214,0.8197785,0.82442594
281,0.08764782696962356,0.8148246,0.82442594
282,0.08800116429726283,0.8112574,0.82442594
283,0.08718021247122022,0.8142689,0.82442594
284,0.08894629196988212,0.81156397,0.82442594
285,0.08794861998822955,0.80906063,0.82442594
286,0.08613544205824535,0.82264334,0.82442594
287,0.08700840887096194,0.81912446,0.82442594
288,0.08643629964854982,0.81297153,0.82442594
289,0.08672593815459145,0.8259713,0.8259713
290,0.08592213226689233,0.8251378,0.8259713
291,0.0863486001888911,0.81708926,0.8259713
292,0.08548110177119574,0.8171609,0.8259713
293,0.08454959541559219,0.81545514,0.8259713
294,0.08500127792358399,0.8191206,0.8259713
295,0.08294229225979911,0.82244873,0.8259713
296,0.0834549037946595,0.8225544,0.8259713
297,0.0824147297276391,0.82142186,0.8259713
298,0.08193107826842203,0.8208727,0.8259713
299,0.0845895388060146,0.8184037,0.8259713
300,0.08411310133006837,0.82076615,0.8259713
